event_id,event_title,date,description,region,agreement_check,agreement_link,event_type,subject_type,subject_topic,subject_story,organizer_type,organizer_name,detentions,ovd,place,links
105,Пикет против принятия закона о митингах,2012-06-05,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,свобода собраний,против закона о митингах,стихийный протест,,72,,"у Государственной Думы, ул. Охотный ряд, д. 1","http://ovdinfo.org/express-news/729, http://ovdinfo.org/express-news/733, http://ovdinfo.org/express-news/731, http://ovdinfo.org/express-news/736, http://ovdinfo.org/express-news/735"
106,Пикет против принятия закона о митингах,2012-06-06,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,свобода собраний,против закона о митингах,стихийный протест,,14,,Манежная площадь,"http://ovdinfo.org/express-news/750, http://ovdinfo.org/express-news/751"
107,Пикет против принятия закона о митингах,2012-06-06,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,свобода собраний,против закона о митингах,стихийный протест,,2,,"у здания Совета Федерации, Большая Дмитровка, д 26",http://ovdinfo.org/express-news/743
108,Пикет против принятия закона о митингах,2012-06-07,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,свобода собраний,против закона о митингах,стихийный протест,,2,,"у Государственной Думы, ул. Охотный ряд, д. 1",http://ovdinfo.org/express-news/760
109,Акция «Оккупаймур»,2012-06-09,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,политзаключенные,Болотное дело,стихийный протест,,13,,"у здания ГУВД России, ул Петровка, 38","http://ovdinfo.org/express-news/765, http://ovdinfo.org/express-news/770, http://ovdinfo.org/express-news/771"
110,Пикет «Оккупайск»,2012-06-13,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,политзаключенные,Болотное дело,стихийный протест,,5,,"у здания СК РФ, Технический переулок, д. 2",http://ovdinfo.org/express-news/777
112,Пикет против принятия закона о митингах,2012-06-16,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,свобода собраний,против закона о митингах,активистский протест,,2,,Пушкинская площадь,http://ovdinfo.org/express-news/788
111,Пикет «Оккупайск»,2012-06-16,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,политзаключенные,Болотное дело,стихийный протест,,17,,"у здания СК РФ, Технический переулок, д. 2","http://ovdinfo.org/express-news/780, http://ovdinfo.org/express-news/781, http://ovdinfo.org/express-news/782, http://ovdinfo.org/express-news/784, http://ovdinfo.org/express-news/785, http://ovdinfo.org/express-news/787"
113,Пикет «Россия без Путина»,2012-06-17,,['recPrDrobUuRrCB6x'],True,,собрание,политический протест,против власти,,институциональный протест,['reciOKrlvhSbIhHMl'],6,,м Новокузнецкая,http://ovdinfo.org/express-news/795
114,Пикет в поддержку «Pussy Riot»,2012-06-20,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,политзаключенные,Pussy Riot,стихийный протест,,19,,"у Таганского районного суда, Марксистский переулок, 1/32",http://ovdinfo.org/express-news/801
115,Пикет «Россия без Путина»,2012-06-22,,['recPrDrobUuRrCB6x'],True,,собрание,политический протест,против власти,,институциональный протест,['reciOKrlvhSbIhHMl'],7,,м Новокузнецкая,http://ovdinfo.org/express-news/803
116,Пикет «Россия без Путина»,2012-06-24,,['recPrDrobUuRrCB6x'],True,,собрание,политический протест,против власти,,институциональный протест,['reciOKrlvhSbIhHMl'],1,,м Новокузнецкая,http://ovdinfo.org/express-news/804
